"","wkt_words"
"6906","sýkýdenetim"
"6907","sýkýntý"
"6908","sýkýyönetim"
"6909","sýklet"
"6910","sýnalgý"
"6911","sýnav"
"6912","sýnýf"
"6913","sýnýflandýrma"
"6914","sýnýr"
"6915","sýnýrlý integral"
"6916","sýpa"
"6917","sýr"
"6918","sýra"
"6919","sýralama"
"6920","sýralama algoritmasý"
"6921","sýrat köprüsü"
"6922","sýrça"
"6923","sýrt"
"6924","sýrtlan"
"6925","sýtma"
"6926","sývý"
"6927","sýzý"
"6928","sýzýntý"
"6929","sicil"
"6930","sidik"
"6931","sidikyolu"
"6932","sigara"
"6933","sigara böreði"
"6934","sigorta"
"6935","sigortacý"
"6936","sigortacýlýk"
"6937","siðil"
"6938","sihir"
"6939","sihirbaz"
"6940","sik"
"6941","sik kafa"
"6942","sikici"
"6943","sikiþ"
"6944","sikke"
"6945","siklamen"
"6946","siklon"
"6947","silah"
"6948","silahlý kuvvetler"
"6949","silgi"
"6950","silindir"
"6951","silisyum"
"6952","sille"
"6953","simge"
"6954","simil"
"6955","similya"
"6956","simit"
"6957","simya"
"6958","simyacý"
"6959","sin"
"6960","sinagog"
"6961","sincap"
"6962","sindirim"
"6963","sindirim sistemi"
"6964","sinek"
"6965","sinek kuþu"
"6966","sinek mantarý"
"6967","sineklik"
"6968","sinema"
"6969","sinematograf"
"6970","single"
"6971","sinir"
"6972","sinir hücresi"
"6973","sinir sistemi"
"6974","sinüs"
"6975","sinyal"
"6976","sinyor"
"6977","sipariþ"
"6978","sirac"
"6979","sirk"
"6980","sirke"
"6981","sirküler"
"6982","sis"
"6983","sismoloji"
"6984","sistem"
"6985","sistemik lupus eritematozus"
"6986","site"
"6987","sitem"
"6988","sitoloji"
"6989","sivilce"
"6990","sivrisinek"
"6991","siyah"
"6992","Siyamlý ikiz"
"6993","siyaset"
"6994","siyasetçi"
"6995","siyasi yönelim"
"6996","skandal"
"6997","skandiyum"
"6998","skor"
"6999","skrotum"
"7000","SKT"
"7001","slayt"
"7002","slogan"
"7003","Sloven"
"7004","smaç"
"7005","smiley"
"7006","soba"
"7007","sobacý"
"7008","sodyum"
"7009","sofra"
"7010","softa"
"7011","soðan"
"7012","soðan sineði"
"7013","soðancý"
"7014","soðuk algýnlýðý"
"7015","soðuk ýsýrmasý"
"7016","soðuk savaþ"
"7017","soðukluk"
"7018","sohbet"
"7019","sokaða çýkma yasaðý"
"7020","sokak"
"7021","sol"
"7022","sol anahtarý"
"7023","solcu"
"7024","solucan"
"7025","soluk"
"7026","soluma"
"7027","solunum"
"7028","solunum sistemi"
"7029","solüsyon"
"7030","som"
"7031","somnifobi"
"7032","somon"
"7033","son"
"7034","son dokunuþ"
"7035","son nefes"
"7036","sonbahar"
"7037","sone"
"7038","sonra"
"7039","sonsuz"
"7040","sonsuzluk"
"7041","sonuç"
"7042","sopa"
"7043","soru"
"7044","sorum"
"7045","sorumluluk"
"7046","sorumsuzluk"
"7047","sorun"
"7048","sos"
"7049","sosis"
"7050","sosisli"
"7051","sosisli sandviç"
"7052","sosluk"
"7053","sosyal medya"
"7054","sosyal medya hesabý"
"7055","sosyal medya kullanýcýsý"
"7056","sosyal paylaþým sitesi"
"7057","sosyal paylaþým Web sitesi"
"7058","sosyal paylaþým web sitesi"
"7059","sosyal psikoloji"
"7060","sosyalizm"
"7061","sosyete"
"7062","sosyolog"
"7063","sosyoloji"
"7064","soy"
"7065","soygaz"
"7066","soygun"
"7067","soyguncu"
"7068","soykýrým"
"7069","soylu"
"7070","soyluluk"
"7071","soytarý"
"7072","soyut arayüz"
"7073","soyut fabrika tasarým deseni"
"7074","soyut fabrika tasarým örüntüsü"
"7075","soyut sýnýf"
"7076","söðüt"
"7077","sömestýr"
"7078","sömürü"
"7079","sör"
"7080","sörf"
"7081","söyleniþ"
"7082","söyleþi"
"7083","söz"
"7084","sözcü"
"7085","sözcük"
"7086","sözcülük"
"7087","sözdizimi"
"7088","sözdizimsel þeker"
"7089","sözdizimsel tuz"
"7090","sözleþme"
"7091","sözlük"
"7092","sözlükçü"
"7093","sözlükçülük"
"7094","spagetti"
"7095","spam"
"7096","spekülasyon"
"7097","spekülatör"
"7098","sperm"
"7099","spesifikasyon"
"7100","spiker"
"7101","spor"
"7102","sporcu"
"7103","sporculuk"
"7104","sprey"
"7105","stabilite"
"7106","stabilizasyon"
"7107","stadyum"
"7108","stagflasyon"
"7109","staj"
"7110","stajyer"
"7111","standardizasyon"
"7112","standart"
"7113","Standart Model"
"7114","stant"
"7115","start"
"7116","stat"
"7117","statü"
"7118","statüko"
"7119","stereotip"
"7120","sterilizasyon"
"7121","steroid"
"7122","stetoskop"
"7123","steyþýn"
"7124","stil"
"7125","stokiyometri"
"7126","stopaj"
"7127","strateji"
"7128","stres"
"7129","striptiz"
"7130","stronsiyum"
"7131","strüktür"
"7132","strüktüralizm"
"7133","STT"
"7134","stüdyo"
"7135","su"
"7136","su aygýrý"
"7137","su kemeri"
"7138","su kuþu"
"7139","su örümceði"
"7140","su samuru"
"7141","sual"
"7142","subaþý"
"7143","subay"
"7144","sucu"
"7145","sucuk"
"7146","suç"
"7147","suçlama"
"7148","sudoku"
"7149","sufle"
"7150","suikast"
"7151","suikastçý"
"7152","suistimal"
"7153","suizan"
"7154","sukut"
"7155","sulh"
"7156","sultan"
"7157","sultan papaðaný"
"7158","sultanküpesi"
"7159","sululuk"
"7160","sumak"
"7161","sun'î tahta"
"7162","suna"
"7163","sunak"
"7164","sundurma"
"7165","sunma"
"7166","sunroof"
"7167","sunta"
"7168","sunu"
"7169","sunucu"
"7170","sunum"
"7171","supap"
"7172","sur"
"7173","surat"
"7174","sure"
"7175","suret"
"7176","susam"
"7177","susuzluk"
"7178","suþ"
"7179","suþi"
"7180","sutyen"
"7181","Suzuki tepkimesi"
"7182","sü"
"7183","sübaþý"
"7184","sübvansiyon"
"7185","süet"
"7186","süfrajet"
"7187","süit"
"7188","süje"
"7189","sükse"
"7190","sükûn"
"7191","sükût"
"7192","sülfür"
"7193","sülük"
"7194","sülün"
"7195","sülüs"
"7196","sümbül"
"7197","sümük"
"7198","süneklik"
"7199","sünger"
"7200","süngü"
"7201","sünme"
"7202","sünnet"
"7203","sünnet derisi"
"7204","süper kahraman"
"7205","süper set"
"7206","süperiletken"
"7207","süperiletkenlik"
"7208","süpermarket"
"7209","süperpozisyon"
"7210","süpet"
"7211","süpriz"
"7212","süpürge"
"7213","sürat"
"7214","sürdürebilirlik"
"7215","sürdürülebilirlik"
"7216","süre"
"7217","süre aþýmý"
"7218","süre sýnýrlamasý"
"7219","süreç"
"7220","süreklilik"
"7221","sürgün"
"7222","sürme"
"7223","sürmenaj"
"7224","sürpriz"
"7225","sürtük"
"7226","sürtüklük"
"7227","sürtünme"
"7228","sürü"
"7229","sürücü"
"7230","sürüm"
"7231","sürüngen"
"7232","sürüþ"
"7233","sürüþ eðitimi"
"7234","sürüþ tarzý"
"7235","sürüþ tekniði"
"7236","Süryani"
"7237","süs"
"7238","süspansiyon"
"7239","süspansuar"
"7240","süspansuvar"
"7241","süt"
"7242","süt tozu"
"7243","sütçü"
"7244","sütlaç"
"7245","sütlü kahve"
"7246","sütun"
"7247","sütyen"
"7248","süvari"
"7249","süveter"
"7250","süzgeç"
"7251","süzme"
"7252","SÝHA"
"7253","þabiyetçilik"
"7254","þablon"
"7255","þafak"
"7256","þah"
"7257","þahýs"
"7258","þahin"
"7259","þahit"
"7260","þahmerdan"
"7261","þahsiyet"
"7262","þaibe"
"7263","þair"
"7264","þaire"
"7265","þaka"
"7266","þaki"
"7267","þakirt"
"7268","þakrak kuþu"
"7269","þakþakçý"
"7270","þakþuka"
"7271","þal"
"7272","þalgam"
"7273","þalter"
"7274","þalvar"
"7275","þaman"
"7276","þamandýra"
"7277","þamdan"
"7278","þamisen"
"7279","þampanya"
"7280","þampiyon"
"7281","þampiyonluk"
"7282","þampuan"
"7283","þanjman"
"7284","þans"
"7285","þansölye"
"7286","þantaj"
"7287","þantaz"
"7288","þantiye"
"7289","þantör"
"7290","þantöz"
"7291","þanzýman"
"7292","þapka"
"7293","þapkacý"
"7294","þaplak"
"7295","þarap"
"7296","þarap kadehi"
"7297","þarap þiþesi"
"7298","þarapçý"
"7299","þarapnel"
"7300","þarj"
"7301","þarj aleti"
"7302","þarjör"
"7303","þark"
"7304","þark çýbaný"
"7305","þarký"
"7306","þarkýcý"
"7307","þarkýcýlýk"
"7308","þarküteri"
"7309","þarlatan"
"7310","þart"
"7311","þartlýlýk"
"7312","þartsýzlýk"
"7313","þarz"
"7314","þaþýlýk"
"7315","þato"
"7316","þe"
"7317","þebboy"
"7318","þebeke"
"7319","þecere"
"7320","þef"
"7321","þefkat"
"7322","þeftali"
"7323","þehir"
"7324","þehir efsanesi"
"7325","þehit"
"7326","þehvet"
"7327","þekavet"
"7328","þeker"
"7329","þeker kasesi"
"7330","þekerci"
"7331","þekerpare"
"7332","þekil"
"7333","þekva"
"7334","þelale"
"7335","þelte"
"7336","þema"
"7337","þematet"
"7338","þempanze"
"7339","þemsiye"
"7340","þemþir"
"7341","þenlik"
"7342","þer"
"7343","þerbet"
"7344","þerbetçi"
"7345","þerbetçilik"
"7346","þeref"
"7347","þerefe"
"7348","þeriat"
"7349","þerif"
"7350","þerik"
"7351","þerit"
"7352","þev"
"7353","þey"
"7354","þeyh"
"7355","þeytan"
"7356","þezlong"
"7357","þýbýt"
"7358","þýk"
"7359","þýnav"
"7360","þýra"
"7361","þýrýnga"
"7362","þibidak"
"7363","þiddet"
"7364","þifa"
"7365","þifonyer"
"7366","þifre"
"7367","þiir"
"7368","þikayet"
"7369","þikayet etme"
"7370","þikâyet"
"7371","þilep"
"7372","þilte"
"7373","þimal"
"7374","þimendifer"
"7375","þimþek"
"7376","þimþir"
"7377","þinanay"
"7378","þirin"
"7379","þirket"
"7380","þiþ"
"7381","þiþe"
"7382","þiþlik"
"7383","þiþman istemci"
"7384","þiþmanlýk"
"7385","þive"
"7386","þizofren"
"7387","þizofreni"
"7388","þofben"
"7389","þoför"
"7390","þok"
"7391","þoldu"
"7392","þolt"
"7393","þort"
"7394","þose"
"7395","þov"
"7396","þoven"
"7397","þöhret"
"7398","þömine"
"7399","þömine kenarý"
"7400","þövalye"
"7401","þubat"
"7402","þube"
"7403","þurt"
"7404","þurup"
"7405","þut"
"7406","þuur"
"7407","þükür"
"7408","þümul"
"7409","þüphe"
"7410","taahhüt"
"7411","taarruz"
"7412","tabak"
"7413","tabaka"
"7414","taban"
"7415","tabanca"
"7416","tabansýz"
"7417","tabela"
"7418","tabi"
"7419","tabiat"
"7420","tabip"
"7421","tabiplik"
"7422","tabir"
"7423","tabiyet"
"7424","tabliye"
"7425","tablo"
"7426","tabur"
"7427","taburcu"
"7428","tabure"
"7429","tabut"
"7430","tabülatör"
"7431","taciz"
"7432","taç"
"7433","taç yaprak"
"7434","tadil"
"7435","tadilat"
"7436","tafsilat"
"7437","Tagalogca"
"7438","tahaffuzhane"
"7439","tahakkuk"
"7440","tahammül"
"7441","taharri memuru"
"7442","tahassun"
"7443","tahassüs"
"7444","tahaþþüt"
"7445","tahayyül"
"7446","tahdit"
"7447","tahin helvasý"
"7448","tahlil"
"7449","tahliye"
"7450","tahmin"
"7451","tahniye"
"7452","tahribat"
"7453","tahrikât"
"7454","tahrip"
"7455","tahrir"
"7456","tahriþ"
"7457","tahsisat"
"7458","tahþidat"
"7459","taht"
"7460","tahta"
"7461","tahta kurusu"
"7462","tahtakurusu"
"7463","tahtelbahir"
"7464","tahvilat"
"7465","tak"
"7466","takat"
"7467","takbih"
"7468","takdim"
"7469","takdir"
"7470","taký"
"7471","takýlma"
"7472","takým"
"7473","takým elbise"
"7474","takýsýz ad tamlamasý"
"7475","takýsýz isim tamlamasý"
"7476","takibat"
"7477","takip"
"7478","takke"
"7479","takla"
"7480","taklit"
"7481","taklitçi"
"7482","takoz"
"7483","taksi"
"7484","taksi yolu"
"7485","taksim"
"7486","taksit"
"7487","takt"
"7488","taktik"
"7489","takunya"
"7490","takvim"
"7491","takviye"
"7492","takyon"
"7493","talan"
"7494","talaþ"
"7495","talebe"
"7496","talebelik"
"7497","talep"
"7498","talihsizlik"
"7499","talim"
"7500","talip"
"7501","talyum"
"7502","tam sayý"
"7503","tamlama"
"7504","tamlanan"
"7505","tamlayan"
"7506","tamlayan durumu"
"7507","tamlayan hali"
"7508","tamlayan hâli"
"7509","tamu"
"7510","tan"
"7511","tandans"
"7512","tandýr"
"7513","tane"
"7514","tanga"
"7515","taný"
"7516","tanýdýk"
"7517","taným"
"7518","tanýma"
"7519","tanýmlýk"
"7520","tanýþ"
"7521","tanýtma"
"7522","tanýtma filmi"
"7523","tanjant"
"7524","tanký"
"7525","tanksavar"
"7526","tanner"
"7527","tanrý"
"7528","tanrýcý"
"7529","tanrýcýlýk"
"7530","tanrýça"
"7531","tanrýtanýmazlýk"
"7532","tansiyon"
"7533","tantal"
"7534","tanzim"
"7535","tapý"
"7536","tapýl"
"7537","tapýnak"
"7538","tapýncak"
"7539","tapir"
"7540","tapu"
"7541","tapul"
"7542","tapyoka"
"7543","tara"
"7544","taraba"
"7545","Tarabya"
"7546","taraça"
"7547","taraf"
"7548","taraftar"
"7549","tarak"
"7550","tarassut"
"7551","tarayýcý"
"7552","tarçýn"
"7553","tarçýn aðacý"
"7554","tarhana"
"7555","tarým"
"7556","tarif"
"7557","tarife"
"7558","tarih"
"7559","tarih öncesi insan"
"7560","tarihçi"
"7561","tarikat"
"7562","tarla"
"7563","tarla kuþu"
"7564","tartýþma"
"7565","tarz"
"7566","tarzanca"
"7567","tas"
"7568","tasa"
"7569","tasarým"
"7570","tasarým deseni"
"7571","tasarým örüntüsü"
"7572","tasarým þablonu"
"7573","tasarruf"
"7574","taslak"
"7575","tasma"
"7576","tasvib"
"7577","tasvip"
"7578","tasvir"
"7579","taþ"
"7580","taþ devirleri"
"7581","taþ devri"
"7582","taþ devrini"
"7583","taþak"
"7584","taþçý"
"7585","taþeron"
"7586","taþýt"
"7587","taþikardi"
"7588","taþra"
"7589","tat"
"7590","Tatar"
"7591","tatarcýk"
"7592","tatbik"
"7593","tatbikat"
"7594","tatil"
"7595","tatil köyü"
"7596","tatlý"
"7597","tatlýlýk"
"7598","tatmin"
"7599","tatsýzlýk"
"7600","tava"
"7601","tavan"
"7602","tavassut"
"7603","taverna"
"7604","tavýr"
"7605","taviz"
"7606","tavla"
"7607","tavsiye"
"7608","tavþan"
"7609","tavþancýl"
"7610","tavuk"
"7611","tavukgötü"
"7612","tavus"
"7613","tavzih"
"7614","tay"
"7615","tayfa"
"7616","tayfun"
"7617","tayga"
"7618","taykonot"
"7619","tayt"
"7620","tayyare"
"7621","tayyare gemisi"
"7622","tazim"
"7623","tazyik"
"7624","te"
"7625","teadül"
"7626","tebaa"
"7627","tebeþir"
"7628","teblið"
"7629","tebrik"
"7630","tecavüz"
"7631","tecessüm"
"7632","tecrit"
"7633","tecrübe"
"7634","teçhizat"
"7635","tedarik"
"7636","tedarikçi"
"7637","tedavi"
"7638","tedbir"
"7639","tedhiþ"
"7640","tedris"
"7641","tedvir"
"7642","teessüf"
"7643","teessür"
"7644","tefeci"
"7645","teferruat"
"7646","tefrika"
"7647","teðet"
"7648","tehacüm"
"7649","tehcir"
"7650","tehdit"
"7651","tehevvür"
"7652","tehlike"
"7653","teist"
"7654","teizm"
"7655","tek boynuzlu at"
"7656","tek sayý"
"7657","tekaüt"
"7658","tekbir"
"7659","tekdillilik"
"7660","teke"
"7661","tekebbür"
"7662","tekemmül"
"7663","teker"
"7664","tekerlek"
"7665","tekerlekli sandalye"
"7666","tekerrür"
"7667","tekfur"
"7668","tekil"
"7669","tekil kalýp"
"7670","tekila"
"7671","tekit"
"7672","tekli yatak"
"7673","teklif"
"7674","tekme"
"7675","tekne"
"7676","teknetyum"
"7677","teknik"
"7678","teknisyen"
"7679","teknoloji"
"7680","tekrar"
"7681","tekst"
"7682","tekstil"
"7683","tekvando"
"7684","tekzip"
"7685","tekâmül"
"7686","tekâsüf"
"7687","tel"
"7688","telaffuz"
"7689","telakki"
"7690","telaþ"
"7691","telefat"
"7692","telefon"
"7693","telefon kulübesi"
"7694","telefon rehberi"
"7695","telekinezi"
"7696","telekomünikasyon"
"7697","telemetri"
"7698","telepati"
"7699","telesekreter"
"7700","telesiyej"
"7701","teleskop"
"7702","teletekst"
"7703","televizyon"
"7704","televizyon filmi"
"7705","televizyon kumandasý"
"7706","televizyoncu"
"7707","televizyonculuk"
"7708","telgraf"
"7709","telgrafname"
"7710","telofaz"
"7711","telve"
"7712","telâffuz"
"7713","tema"
"7714","temas"
"7715","temayül"
"7716","temayüz"
"7717","temel"
"7718","temel etkileþim"
"7719","temel kuvvet"
"7720","temelatma"
"7721","temettü"
"7722","temin"
"7723","temizleyici"
"7724","temizlik"
"7725","temizlikçi"
"7726","temlik"
"7727","temmuz"
"7728","temsil"
"7729","temsilci"
"7730","temsilcilik"
"7731","temyiz"
"7732","ten"
"7733","tendon"
"7734","teneffüs"
"7735","teneke"
"7736","tenezzül"
"7737","tenis"
"7738","tenisçi"
"7739","tenkit"
"7740","tensör"
"7741","tente"
"7742","tenzilat"
"7743","teodise"
"7744","teokrasi"
"7745","teoloji"
"7746","teorem"
"7747","teori"
"7748","teorisyen"
"7749","tepe"
"7750","tepki"
"7751","tepkime"
"7752","tepme"
"7753","tepsi"
"7754","ter"
"7755","terakkiyat"
"7756","terapi"
"7757","terapist"
"7758","teras"
"7759","terazi"
"7760","terbiyum"
"7761","tercih"
"7762","tercüman"
"7763","tercüme"
"7764","tercümeihâl"
"7765","tere"
"7766","tereddüt"
"7767","tereffu"
"7768","terek"
"7769","tereke"
"7770","tereyaðý"
"7771","terfi"
"7772","terhis"
"7773","terim"
"7774","terk"
"7775","terlik"
"7776","terminatör"
"7777","terminoloji"
"7778","termometre"
"7779","terör"
"7780","terörist"
"7781","terörizm"
"7782","ters"
"7783","tersane"
"7784","tertib"
"7785","tertip"
"7786","terzi"
"7787","tesadüf"
"7788","tesbit"
"7789","tesir"
"7790","tesis"
"7791","tesit"
"7792","teslim"
"7793","teslimiyet"
"7794","tespih"
"7795","tespit"
"7796","test"
"7797","test odaklý geliþtirme"
"7798","testere"
"7799","testi"
"7800","testis"
"7801","testosteron"
"7802","teþdid"
"7803","teþebbüs"
"7804","teþebbüsat"
"7805","teþekkül"
"7806","teþekkür"
"7807","teþhir"
"7808","teþhirci"
"7809","teþhis"
"7810","teþkil"
"7811","teþkilat"
"7812","teþrik"
"7813","teþrin"
"7814","teþrinievvel"
"7815","teþrinisani"
"7816","teþvik"
"7817","tetkik"
"7818","tetrafobi"
"7819","TETT"
"7820","tevazu"
"7821","tevekkül"
"7822","tevhit"
"7823","tevkif"
"7824","tevkil"
"7825","tevlid"
"7826","tevlit"
"7827","teyit"
"7828","teyp"
"7829","teyze"
"7830","tez"
"7831","tezahür"
"7832","tezahürat"
"7833","tezek"
"7834","tezene"
"7835","tezgâh"
"7836","tezkere"
"7837","tezyinat"
"7838","think-tank"
"7839","týfýl"
"7840","týð iþi kare"
"7841","týlsým"
"7842","týmarhane"
"7843","týp"
"7844","týr"
"7845","týrabzan"
"7846","týraþ"
"7847","týraþ fýrçasý"
"7848","týraþ makinesi"
"7849","týrnak"
"7850","týrnak iþareti"
"7851","týrpan"
"7852","týrtýl"
"7853","ticaret"
"7854","tifo"
"7855","tiftik"
"7856","tike"
"7857","tilde"
"7858","tilki"
"7859","timsah"
"7860","tin"
"7861","tip"
"7862","tipi"
"7863","tipografi"
"7864","tipografya"
"7865","TIR"
"7866","tiraj"
"7867","tiramisu"
"7868","Tiranlý"
"7869","tirbuþon"
"7870","tire"
"7871","tirfon"
"7872","tiryaki"
"7873","tiþört"
"7874","titan"
"7875","titanyum"
"7876","titer"
"7877","titr"
"7878","titreþim"
"7879","tiyatro"
"7880","tohum"
"7881","toka"
"7882","tokat"
"7883","toklu"
"7884","tokluk"
"7885","tokmak"
"7886","tokofobi"
"7887","tolerans"
"7888","tomar"
"7889","ton"
"7890","tonaj"
"7891","tonga"
"7892","tonik"
"7893","top"
"7894","topak"
"7895","topçu"
"7896","topçuluk"
"7897","topik"
"7898","toplam"
"7899","toplantý"
"7900","toplardamar"
"7901","topluluk"
"7902","toplum"
"7903","topoloji"
"7904","toprak"
"7905","toptancý"
"7906","topuk"
"7907","topur"
"7908","tor"
"7909","toraman"
"7910","torba"
"7911","tornavida"
"7912","torpido"
"7913","torpido bot"
"7914","torun"
"7915","toryum"
"7916","tosbaða"
"7917","tost"
"7918","tosun"
"7919","totem"
"7920","totemci"
"7921","totemcilik"
"7922","toy"
"7923","toz"
"7924","tozan"
"7925","töhmet"
"7926","töre"
"7927","tören"
"7928","törpü"
"7929","tövbe"
"7930","töz"
"7931","Trabzon hurmasý"
"7932","tradisyon"
"7933","trafik"
"7934","trafik canavarý"
"7935","trafik sýkýþýklýðý"
"7936","traksiyon"
"7937","traktör"
"7938","trambolin"
"7939","tramvay"
"7940","transfer"
"7941","transformatör"
"7942","transistör"
"7943","transit"
"7944","transkripsiyon"
"7945","transliterasyon"
"7946","transport"
"7947","transportasyon"
"7948","traverten"
"7949","travesti"
"7950","travma"
"7951","tren"
"7952","trend"
"7953","tretuvar"
"7954","trigonometri"
"7955","trileçe"
"7956","triportör"
"7957","troleybüs"
"7958","tröst"
"7959","truakar"
"7960","tsunami"
"7961","tuðla"
"7962","tuðra"
"7963","tuhfe"
"7964","tulum"
"7965","tulumba"
"7966","tulyum"
"7967","tulû"
"7968","tumaðý"
"7969","tunç"
"7970","tundra"
"7971","tunga"
"7972","turist"
"7973","turizm"
"7974","turkuaz"
"7975","turna"
"7976","turnike"
"7977","turnuva"
"7978","turp"
"7979","turþu"
"7980","turþu suyu"
"7981","turþucuk"
"7982","turuncu"
"7983","tuþ"
"7984","tuþtoþ"
"7985","tutku"
"7986","tutma"
"7987","tutsak"
"7988","tutsaklýk"
"7989","tutuklanma"
"7990","tutulma"
"7991","tutumluluk"
"7992","tuvalet"
"7993","tuvalet kapaðý"
"7994","tuz"
"7995","tuzak"
"7996","tuzluk"
"7997","tuzluluk"
"7998","tuzsuzluk"
"7999","tüberküloz"
"8000","tüccar"
"8001","tüfek"
"8002","tüfekçi"
"8003","tüfekçilik"
"8004","tüketici"
"8005","tüketim"
"8006","tükrük"
"8007","tükürük"
"8008","tükürük bezleri"
"8009","tülbent"
"8010","tümce"
"8011","tümen"
"8012","tümlük"
"8013","tümör"
"8014","tünel"
"8015","tür"
"8016","türban"
"8017","türeme"
"8018","türev"
"8019","türev fonksiyonu"
"8020","Türk"
"8021","Türk kahvesi"
"8022","Türkiyat"
"8023","Türklük"
"8024","Türkmen"
"8025","Türkoloji"
"8026","türkü"
"8027","türlü"
"8028","tütsü"
"8029","tütü"
"8030","tütün"
"8031","tütüncü"
"8032","tüy"
"8033","tüyo"
"8034","tüze"
"8035","tüzel kiþi"
"8036","tüzük"
"8037","u"
"8038","ucube"
"8039","uç"
"8040","uçak"
"8041","uçak gemisi"
"8042","uçan halý"
"8043","uçmak"
"8044","uçuculuk"
"8045","uçuk"
"8046","uçurcu"
"8047","uçurtma"
"8048","uçurum"
"8049","ud"
"8050","ufuk"
"8051","uðru"
"8052","uður"
"8053","uður böceði"
"8054","uhuvvet"
"8055","ulak"
"8056","ulam"
"8057","ulam kuramý"
"8058","ulus"
"8059","umman"
"8060","umran"
"8061","umumiyet"
"8062","umur"
"8063","umut"
"8064","un"
"8065","unsur"
"8066","unutma"
"8067","unvan"
"8068","ur"
"8069","uranyum"
"8070","Urduca"
"8071","uruk"
"8072","us"
"8073","uskumru"
"8074","usta"
"8075","ustura"
"8076","usul"
"8077","uþak"
"8078","ut"
"8079","uterus"
"8080","utku"
"8081","uyarý"
"8082","uydu"
"8083","uydurma"
"8084","uygarlýk"
"8085","uygulama"
"8086","uygulama iskeleti"
"8087","uygulama programlama arayüzü"
"8088","uyku"
"8089","uyku modu"
"8090","uykucu"
"8091","uykuluk"
"8092","uyluk"
"8093","uyruk"
"8094","uyuþmazlýk"
"8095","uyuþturucu"
"8096","uzagörüm"
"8097","uzak"
"8098","uzaklýk"
"8099","uzaktan kumanda"
"8100","uzay"
"8101","uzay bilimi"
"8102","uzay mekiði"
"8103","uzaylý"
"8104","uzgöreç"
"8105","uzman"
"8106","uzmanlýk"
"8107","uzuneþek"
"8108","uzunluk"
"8109","uzuv"
"8110","ü"
"8111","ücret"
"8112","ücretli"
"8113","ücretlilik"
"8114","ücretsizlik"
"8115","üçgen"
"8116","üçlü"
"8117","üçlü nokta"
"8118","üçüncü sýnýf nesne"
"8119","üçüncülük"
"8120","üçüz"
"8121","ülke"
"8122","ülkü"
"8123","ülkücülük"
"8124","ülser"
"8125","ültimatom"
"8126","ümit"
"8127","ümmet"
"8128","ün"
"8129","ünalgý"
"8130","üniforma"
"8131","üniversite"
"8132","üniversiteli"
"8133","ünlem"
"8134","ünlü"
"8135","ünlü harf"
"8136","ünlü uyumu"
"8137","ünsüz"
"8138","ünsüz harf"
"8139","ünvan"
"8140","üre"
"8141","üreme sistemi"
"8142","üremi"
"8143","üretici"
"8144","üretim"
"8145","üretra"
"8146","ürik asit"
"8147","ürün"
"8148","üs"
"8149","üslup"
"8150","üst"
"8151","üst bað"
"8152","üst kavram"
"8153","üst kol"
"8154","üstat"
"8155","üstdil"
"8156","üstsýnýf"
"8157","üstsüzlük"
"8158","üstübeç"
"8159","üstünlük"
"8160","üstünlükçü"
"8161","üstveri"
"8162","üþek"
"8163","ütilizasyon"
"8164","ütopist"
"8165","ütopya"
"8166","ütü"
"8167","üvey çocuk"
"8168","üvey evlat"
"8169","üvey kýz"
"8170","üvey oðul"
"8171","üveyik"
"8172","üye"
"8173","üyelik"
"8174","üzengi"
"8175","üzerlik"
"8176","üzgünlük"
"8177","üzüm"
"8178","üzüm suyu"
"8179","üzümcü"
"8180","üzümcülük"
"8181","üzüntü"
"8182","vaat"
"8183","vaaz"
"8184","vade"
"8185","vadeli hesap"
"8186","vadi"
"8187","vaftiz"
"8188","vagon"
"8189","vaha"
"8190","vajina"
"8191","vak"
"8192","vaka"
"8193","vakýa"
"8194","vakýf"
"8195","vakit"
"8196","valf"
"8197","vali"
"8198","valide"
"8199","valiz"
"8200","valör"
"8201","vampir"
"8202","vanadyum"
"8203","vanilya"
"8204","vantilatör"
"8205","vapur"
"8206","varýþ"
"8207","varidat"
"8208","varil"
"8209","varis"
"8210","varlýk"
"8211","varoþ"
"8212","varsayýlan"
"8213","varsayým"
"8214","varyant"
"8215","varyasyon"
"8216","varyete"
"8217","vasi"
"8218","vasistas"
"8219","vasiyet"
"8220","vasiyetname"
"8221","vasiyetnâme"
"8222","vaþak"
"8223","vatan"
"8224","vatancýlýk"
"8225","vatandaþ"
"8226","vav"
"8227","vazaif"
"8228","vazelin"
"8229","vazgeçme"
"8230","vazife"
"8231","vaziyet"
"8232","vazo"
"8233","ve"
"8234","vecih"
"8235","veda"
"8236","vefa"
"8237","vefat"
"8238","vehim"
"8239","vejetaryen"
"8240","vekil"
"8241","vekil sunucu"
"8242","vektör"
"8243","vekâlet"
"8244","velense"
"8245","velet"
"8246","veranda"
"8247","verem"
"8248","vergi"
"8249","veri"
"8250","veri grubu"
"8251","veri kaydý"
"8252","veri tabaný"
"8253","veri tabaný yönetim sistemi"
"8254","veri tipi"
"8255","verici"
"8256","verilme"
"8257","verim"
"8258","verimlilik"
"8259","verimsizlik"
"8260","verme"
"8261","vernaküler"
"8262","vernik"
"8263","vernikleme"
"8264","vernisaj"
"8265","versiyon"
"8266","vesaire"
"8267","vesile"
"8268","veteriner"
"8269","vezaif"
"8270","vezir"
"8271","veznedar"
